price,brand,model,version,year,km,doors,fuel
12.800,Fiat,Palio,2007,100900 km,2,Gasolina e Álcool (flex)
11.200,Fiat,Palio,Fire Flex,2006,184000 km,4,Gasolina e Álcool (flex)
11.500,Fiat,Palio,2009,121 km,2,Gasolina e Álcool (flex),Coupé
8.900,Fiat,Palio,EDX,1997,130000 km,4,Gasolina
8.000,Fiat,Palio,1999,80000000 km,2,Gasolina
19.800,Fiat,Palio,2008,11000 km,4,Gasolina e Álcool (flex)
9.600,Fiat,Palio,2003,150 km,2,Gasolina
7.000,Fiat,Palio,2000,145000 km,4,Gasolina
12.500,Fiat,Palio,2007,11111 km,4,Gasolina e Álcool (flex)
47.500,Fiat,Palio,palio weekend adventure,2015,34000 km,4,Gasolina e Álcool (flex),Perua
8.000,Fiat,Palio,1997,133507 km,4,Gasolina
29.000,Fiat,Palio,Atractive,2013,65000 km,4,Gasolina e Álcool (flex)
22.500,Fiat,Palio,2014,51000 km,4,Gasolina e Álcool (flex)
21.500,Fiat,Palio,2010,14000 km,5,Gasolina e Álcool (flex)
12.700,Fiat,Palio,2007,110000 km,2,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2007,126435 km,4,Gasolina e Álcool (flex)
9.800,Fiat,Palio,1999,150800 km,4,Gasolina
15.800,Fiat,Palio,1.0,2009,126000 km,4,Gasolina e Álcool (flex),Sedan
21.000,Fiat,Palio,2013,90710 km,4,Gasolina e Álcool (flex)
28.000.000,Fiat,Palio,attrative,2014,35000 km,4,Gasolina e Álcool (flex)
7.500,Fiat,Palio,2000,300000 km,4,Gasolinae GNV
7.800,Fiat,Palio,2001,112373 km,2,Gasolina
12.000,Fiat,Palio,ELX,2004,160000 km,4,Gasolina
19.000,Fiat,Palio,2010,110000 km,4,Gasolina e Álcool (flex)
14.800,Fiat,Palio,2008,144000 km,4,Gasolina e Álcool (flex)
7.500,Fiat,Palio,1997,95682 km,4,Gasolina
10.000,Fiat,Palio,2001,140 km,4,Gasolina
13.000,Fiat,Palio,2012,87000 km,2,Gasolina e Álcool (flex)
28.000,Fiat,Palio,atractive 1.0 ,2014,50000 km,5,Gasolina e Álcool (flex)
28.300,Fiat,Palio,Attractive 1.4 8V,2012,39000 km,4,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2007,70000 km,4,Gasolina e Álcool (flex)
42.200,Fiat,Palio,Fiat Palio Sporting Dualogic - 2016/2016 - 4 portas,2016,10200 km,4,Gasolina e Álcool (flex),Coupé
28.500,Fiat,Palio,2013,36000 km,4,Gasolina e Álcool (flex)
23.500,Fiat,Palio,actractive,2012,56000 km,4,Gasolina e Álcool (flex)
5.000,Fiat,Palio,1996,293808 km,2,Gasolinae GNV
8.000,Fiat,Palio,2001,161000 km,2,Gasolina
31.900,Fiat,Palio,Sporting,2013,65000 km,5,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2011,63000 km,2,Gasolina e Álcool (flex)
13,Fiat,Palio,1998,131167 km,4,Gasolina
8.000,Fiat,Palio,1999,145000 km,2,Gasolina
18.900,Fiat,Palio,fire economy,2014,31000 km,2,Gasolina e Álcool (flex),Monobloco
35.000.000,Fiat,Palio,2013,60 km,4,Álcool e GNV
8.000,Fiat,Palio,2001,112000 km,2,Gasolina
29.500,Fiat,Palio,2013,70200 km,4,Gasolina e Álcool (flex)
6.500,Fiat,Palio,1997,1 km,4,Gasolina
19.500,Fiat,Palio,2010,50000 km,5,Gasolina e Álcool (flex)
8.600,Fiat,Palio,2001,180000 km,2,Gasolina e Álcool (flex)
8.000,Fiat,Palio,Ex,2001,163944 km,4,Gasolina
13.900,Fiat,Palio,2006,180000 km,2,Gasolina e Álcool (flex)
21.000,Fiat,Palio,2011,70450 km,5,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2006,126000 km,2,Gasolina
12.500,Fiat,Palio,2006,129000 km,4,Gasolina e Álcool (flex)
20.900,Fiat,Palio,2012,10000 km,4,Gasolina e Álcool (flex)
8.500,Fiat,Palio,1998,170000 km,4,Gasolina
23.900,Fiat,Palio,2011,154000 km,4,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2007,100000 km,2,Gasolina-Álcool e GNV (TetraFlex)
30.000,Fiat,Palio,Attractive 1.4,2013,32000 km,4,Gasolina e Álcool (flex)
16.500,Fiat,Palio,2006,160800 km,4,Álcool e GNV
10.000,Fiat,Palio,2001,197000 km,4,Gasolina
16.000,Fiat,Palio,2003,12900000 km,4,Gasolina,Perua
20.000,Fiat,Palio,2010,122 km,4,Gasolina e Álcool (flex)
16.000,Fiat,Palio,2004,162000 km,4,Gasolina e Álcool (flex)
27.000,Fiat,Palio,2012,44 km,4,Gasolina e Álcool (flex)
14.999,Fiat,Palio,2011,79000 km,2,Gasolina e Álcool (flex)
18.500,Fiat,Palio,2008,1 km,4,Gasolina e Álcool (flex)
12.000,Fiat,Palio,Outros,2005,144000 km,4,Gasolina
10.000,Fiat,Palio,2004,737972 km,2,Gasolina
12.500,Fiat,Palio,Palio Fire Flex,2007,88000 km,2,Gasolina e Álcool (flex)
32.300,Fiat,Palio,2013,66000 km,4,Gasolina e Álcool (flex)
8.500,Fiat,Palio,2001,1033536 km,2,Gasolina
28.900,Fiat,Palio,ESSENCE 1.6,2013,74000 km,4,Gasolina e Álcool (flex)
15.500,Fiat,Palio,2007,111000 km,2,Gasolina e Álcool (flex)
10.000,Fiat,Palio,EX FIRE,2001,170000 km,2,Gasolina
13.999,Fiat,Palio,2010,1000 km,2,Gasolina e Álcool (flex)
19.000,Fiat,Palio,2014,68500 km,4,Gasolina e Álcool (flex)
995.000,Fiat,Palio,2008,0 km,4,Gasolina e Álcool (flex)
20.000,Fiat,Palio,2010,90000 km,4,Gasolina e Álcool (flex)
150,Fiat,Palio,2013,1 km,6,Gasolina e Álcool (flex)
100,Fiat,Palio,1998,50000 km,4,Gasolina
8.000,Fiat,Palio,2003,100000 km,4,Gasolina
15.000,Fiat,Palio,2008,155000 km,4,Gasolina e Álcool (flex)
33.000,Fiat,Palio,2015,100 km,4,Gasolina e Álcool (flex)
21.500,Fiat,Palio,2013,78500 km,4,Gasolina e Álcool (flex)
6.500,Fiat,Palio,2008,155123 km,2,Gasolina e Álcool (flex)
14.500,Fiat,Palio,2010,72000 km,2,Gasolina e Álcool (flex)
16.500,Fiat,Palio,2008,77500 km,4,Gasolina e Álcool (flex)
9.500,Fiat,Palio,1.0 fire 8v,2001,150000 km,4,Gasolina
9.000,Fiat,Palio,2005,85 km,3,Gasolina
4.500,Fiat,Palio,2002,86570 km,4,Gasolina
12.500,Fiat,Palio,2003,220000 km,4,Gasolina
48.000,Fiat,Palio,2016,22000 km,5,Álcool e GNV
7.500,Fiat,Palio,1.0 e.d,1997,133200 km,4,Gasolina
17.500,Fiat,Palio,2006,10000 km,4,Gasolina e Álcool (flex)
8.999,Fiat,Palio,1.0 Fire,2004,168400 km,4,Gasolina
150,Fiat,Palio,2011,3 km,4,Gasolina e Álcool (flex)
7.000,Fiat,Palio,1998,263070 km,2,Gasolinae GNV
11.500,Fiat,Palio,2001,225000 km,4,Gasolina
15.000,Fiat,Palio,2010,126000 km,2,Gasolina e Álcool (flex)
23.000,Fiat,Palio,2008,116000 km,4,Gasolina e Álcool (flex)
15.000,Fiat,Palio,Fiat Strada 1.4 mpi Fire Flex 8V CE,2007,203000 km,2,Gasolina e Álcool (flex)
7.500,Fiat,Palio,2000,145000 km,2,Gasolina
8.200,Fiat,Palio,1998,22 km,2,Gasolina
7.900,Fiat,Palio,1999,223440 km,4,Gasolina
90.000,Fiat,Palio,2013,100000 km,4,Gasolina e Álcool (flex)
38.500,Fiat,Palio,2015,22000 km,4,Gasolina e Álcool (flex)
10.900,Fiat,Palio,2007,157000 km,2,Gasolina e Álcool (flex)
12.800,Fiat,Palio,2008,106000 km,2,Gasolina e Álcool (flex)
17.500,Fiat,Palio,2010,95 km,4,Gasolina e Álcool (flex)
32.500,Fiat,Palio,2016,8200 km,4,Gasolina e Álcool (flex)
10.500,Fiat,Palio,2006,130000 km,2,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2007,124000 km,4,Gasolina e Álcool (flex)
10.000,Fiat,Palio,2002,147 km,4,Gasolina
8.000,Fiat,Palio,1999,200 km,4,Gasolina
10.000,Fiat,Palio,2005,140000 km,2,Gasolina
15.000,Fiat,Palio,2011,90000 km,2,Gasolina e Álcool (flex)
30.000,Fiat,Palio,2013,41 km,4,Gasolina e Álcool (flex)
10.500,Fiat,Palio,1997,111 km,4,Gasolina
18.500,Fiat,Palio,2011,89000 km,4,Gasolina e Álcool (flex)
17.700,Fiat,Palio,2010,114000 km,4,Gasolina e Álcool (flex)
11.500,Fiat,Palio,2003,19000 km,2,Gasolina
1.100.000,Fiat,Palio,2003,900000 km,4,Gasolinae GNV
9.500,Fiat,Palio,1.0,2006,30000 km,4,Gasolina,Sedan
19.000,Fiat,Palio,2008,151 km,4,Gasolina e Álcool (flex)
8.000,Fiat,Palio,2002,260000 km,4,Gasolina
300,Fiat,Palio,2008,800000 km,2,Gasolina-Álcool e GNV (TetraFlex)
7.800,Fiat,Palio,EDX ,1996,238000 km,4,Gasolina,Monobloco
10.500,Fiat,Palio,2001,175000 km,4,Gasolina
12.500,Fiat,Palio,2005,120 km,4,Gasolina
12.000,Fiat,Palio,2006,128000 km,4,Gasolina e Álcool (flex)
1.380.000,Fiat,Palio,2012,65 km,2,Gasolina e Álcool (flex)
9.800,Fiat,Palio,2000,165000 km,4,Gasolina
19.500,Fiat,Palio,2010,999999 km,4,Gasolina e Álcool (flex)
19.000,Fiat,Palio,1.0 Celebration Economy FireFlex 8V 4p,2010,77000 km,4,Gasolina e Álcool (flex)
10.800,Fiat,Palio,2002,140000 km,4,Gasolina
25.900,Fiat,Palio,2013,72 km,4,Gasolina e Álcool (flex)
9.000,Fiat,Palio,2000,160000 km,4,Gasolina
28.000,Fiat,Palio,2016,1000 km,4,Gasolina e Álcool (flex)
7.900,Fiat,Palio,1997,100000 km,4,Gasolina
8.000,Fiat,Palio,1997,14960000 km,4,Gasolina
7.500,Fiat,Palio,1999,146 km,4,Gasolina
20.000,Fiat,Palio,2011,41508 km,4,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2009,78000 km,4,Gasolina e Álcool (flex)
7.000,Fiat,Palio,1997,245000 km,4,Gasolina
18.000,Fiat,Palio,2005,9800 km,4,Gasolina e Álcool (flex)
10.000,Fiat,Palio,2007,138 km,2,Gasolina e Álcool (flex)
20.900,Fiat,Palio,2009,141000 km,4,Gasolina e Álcool (flex)
15.000,Fiat,Palio,2009,173 km,4,Gasolina e Álcool (flex)
28.500,Fiat,Palio,2013,58000 km,4,Gasolina e Álcool (flex)
10.000,Fiat,Palio,2001,1111111111 km,4,Gasolina
16.500,Fiat,Palio,elx completo,2008,129000 km,4,Gasolina e Álcool (flex),Coupé
10.900,Fiat,Palio,2001,136000 km,4,Gasolina
10.000,Fiat,Palio,2000,145000 km,4,Gasolina
1.850.000,Fiat,Palio,PALIO CELEBREITION ECONOMI,2010,145000 km,4,Gasolina e Álcool (flex)
7.000,Fiat,Palio,2000,145 km,4,Gasolina
24.500,Fiat,Palio,2014,3100 km,4,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2004,290 km,4,Gasolina
19.800,Fiat,Palio,2010,93000 km,4,Gasolina e Álcool (flex)
9.600.000,Fiat,Palio,2003,94600 km,4,Gasolina
6.500,Fiat,Palio,fire,1998,210000 km,4,Gasolina
16.800,Fiat,Palio,economic 1.0 fire,2010,153000 km,4,Gasolina e Álcool (flex),Monobloco
20.000.000,Fiat,Palio,2012,125000 km,4,Gasolina e Álcool (flex),Crossover
21.000,Fiat,Palio,2014,55200 km,4,Gasolina e Álcool (flex)
15.000,Fiat,Palio,2016,17000 km,2,Gasolina e Álcool (flex)
9.000,Fiat,Palio,2003,213000 km,2,Gasolina
18.500,Fiat,Palio,2008,77 km,4,Gasolina e Álcool (flex)
6.900,Fiat,Palio,1997,142 km,2,Gasolina
10.000,Fiat,Palio,2008,77000 km,2,Gasolina e Álcool (flex)
22.900,Fiat,Palio,Economi,2010,65 km,4,Gasolina e Álcool (flex)
6.500,Fiat,Palio,1998,1840000 km,2,Gasolina
17.500,Fiat,Palio,2010,100000 km,5,Gasolina e Álcool (flex)
10.000,Fiat,Palio,2001,175 km,4,Gasolina
18.000,Fiat,Palio,2012,108000 km,4,Gasolina e Álcool (flex)
31.000,Fiat,Palio,2013,62000 km,4,Gasolina e Álcool (flex)
1.500,Fiat,Palio,2005,999 km,4,Gasolina e Álcool (flex)
25.500,Fiat,Palio,2013,78000 km,4,Gasolina e Álcool (flex)
8.000,Fiat,Palio,1999,13680 km,4,Gasolina
9.500,Fiat,Palio,ELX 1.6 4p,2000,83000 km,4,Gasolina
18.000,Fiat,Palio,2006,1 km,4,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2004,168536 km,4,Gasolina e Álcool (flex)
20.500,Fiat,Palio,2009,68 km,4,Gasolina e Álcool (flex),Crossover
25.800,Fiat,Palio,2013,68000 km,04,Gasolina e Álcool (flex)
24.000,Fiat,Palio,2012,52000 km,4,Gasolina e Álcool (flex)
37.000,Fiat,Palio,SPORTING,2014,62000 km,4,Gasolina e Álcool (flex)
7.000,Fiat,Palio,1997,177256 km,4,Gasolina
13.900,Fiat,Palio,2006,153.22 km,4,Gasolina e Álcool (flex)
3.500,Fiat,Palio,1996,1 km,2,Gasolina
15.800,Fiat,Palio,Celebration 1.0 Fire Flex 8V 4p,2008,120000 km,4,Gasolina e Álcool (flex)
10.000,Fiat,Palio,Básico ,2007,138 km,2,Gasolina e Álcool (flex)
5.500,Fiat,Palio,1997,162346 km,2,Gasolina
5.000,Fiat,Palio,1998,1000 km,2,Gasolina
34.500,Fiat,Palio,SPORTING 1.6,2013,23000 km,4,Gasolina e Álcool (flex)
9.000,Fiat,Palio,1998,160000 km,4,Gasolina
22,Fiat,Palio,2013,60 km,4,Gasolina e Álcool (flex)
16.000,Fiat,Palio,BÁSICO,2016,12384 km,4,Gasolina e Álcool (flex)
30.500,Fiat,Palio,2013,65000 km,4,Gasolina e Álcool (flex)
4.000,Fiat,Palio,1998,100 km,02,Álcool e GNV,Coupé
8.000,Fiat,Palio,EX 1.0 mpi 2p,1999,4000000 km,2,Gasolina
15.000,Fiat,Palio,ELX 1.4 mpi FireFlex 8V 4p,2006,106000 km,4,Gasolina e Álcool (flex)
17.500,Fiat,Palio,2010,30000 km,4,Gasolina e Álcool (flex)
10.600,Fiat,Palio,2005,100000 km,4,Gasolina e Álcool (flex)
12.900,Fiat,Palio,Fire 1.0,2005,155405 km,4,Gasolina,Caminhão leve
21.500,Fiat,Palio,2013,73498 km,5,Gasolina e Álcool (flex)
28.000,Fiat,Palio,2012,51000 km,4,Gasolina e Álcool (flex)
15.000,Fiat,Palio,2010,84 km,2,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2005,100000 km,2,Gasolina e Álcool (flex)
20.000,Fiat,Palio,2011,140000 km,04,Gasolina e Álcool (flex)
25.500,Fiat,Palio,2013,50000 km,4,Gasolina e Álcool (flex)
34.500,Fiat,Palio,2016,10500 km,4,Gasolina e Álcool (flex)
14.400,Fiat,Palio,celebration fire flex ,2008,142000 km,4,Gasolina e Álcool (flex),Monobloco
7.500,Fiat,Palio,1998,141000 km,2,Gasolina
12.500,Fiat,Palio,2004,140000 km,4,Gasolina
599,Fiat,Palio,1.0 Economy FireFlex 8V 4p,2010,70000 km,4,Gasolina e Álcool (flex)
4.000,Fiat,Palio,1999,125000 km,4,Gasolina
13.300,Fiat,Palio,ELX,2005,61100 km,4,Gasolina
17.000,Fiat,Palio,ELX 1.4 mpi FireFlex 8V 4p,2006,110000 km,4,Gasolina e Álcool (flex)
3.000,Fiat,Palio,EDX 1.0 mpi 2p,1997,180000 km,2,Gasolina
3.000,Fiat,Palio,1996,134 km,2,Gasolina
4.999,Fiat,Palio,EX 1.0 mpi Fire 8v 4p,2003,89000 km,4,Gasolina
17.400,Fiat,Palio,2015,21000 km,2,Gasolina e Álcool (flex)
7.999,Fiat,Palio,Palio fire 8v,2000,90 km,2,Gasolina
5.990,Fiat,Palio,1998,1 km,2,Gasolina
1,Fiat,Palio,2008,100 km,4,Gasolina e Álcool (flex)
33.500,Fiat,Palio,2016,33000 km,4,Gasolina e Álcool (flex)
15.000,Fiat,Palio,2009,120000 km,4,Gasolina e Álcool (flex)
7.500,Fiat,Palio,1996,127000 km,4,Gasolina
5.500,Fiat,Palio,1997,279 km,4,Gasolina
4.000,Fiat,Palio,1998,150000 km,2,Gasolina
11.000,Fiat,Palio,2005,170000 km,4,Gasolinae GNV
16.000,Fiat,Palio,palio 1.0 economy fire flex 8v ,2011,103 km,4,Gasolina e Álcool (flex),Conversível
13.900,Fiat,Palio,2011,115324 km,4,Gasolina e Álcool (flex)
8.500,Fiat,Palio,2003,115 km,3,Gasolinae GNV
7.000,Fiat,Palio,1997,154887 km,2,Gasolina
19.700,Fiat,Palio,2013,50000 km,4,Gasolina e Álcool (flex)
23.500,Fiat,Palio,Attractive 1.4 Fire Flex 8V 5p,2011,42000 km,5,Gasolina e Álcool (flex)
11.500.000,Fiat,Palio,2004,134000 km,4,Gasolina e Álcool (flex)
31.000,Fiat,Palio,atrative,2013,28000 km,4,Gasolina e Álcool (flex)
24.990,Fiat,Palio,mpi attractive ,2014,44000 km,4,Gasolina e Álcool (flex)
5.000,Fiat,Palio,2000,100 km,5,Gasolina
10.500,Fiat,Palio,2005,160000 km,4,Gasolina
29.000,Fiat,Palio,palio sporting dualogic,2013,72000 km,4,Gasolina e Álcool (flex)
31.700,Fiat,Palio,2014,58000 km,5,Gasolina e Álcool (flex)
10.500,Fiat,Palio,2000,132000 km,4,Gasolina
5.500,Fiat,Palio,1998,158000 km,4,Gasolina
1,Fiat,Palio,2016,2 km,4,Gasolina e Álcool (flex)
6.000,Fiat,Palio,2001,96000 km,4,Gasolina
9,Fiat,Palio,2007,154458 km,4,Gasolina e Álcool (flex)
11.000,Fiat,Palio,2000,65000 km,4,Gasolina
18.000,Fiat,Palio,2015,7500 km,2,Gasolina e Álcool (flex)
10.900,Fiat,Palio,2002,101200 km,4,Gasolina
8.000,Fiat,Palio,1997,150000 km,4,Gasolina
7.000,Fiat,Palio,1998,98000 km,2,Gasolina
5.000,Fiat,Palio,1997,67938 km,2,Gasolina
8.500,Fiat,Palio,1997,172500 km,4,Gasolina
16.000,Fiat,Palio,HLX,2004,199000 km,4,Gasolina
24.750,Fiat,Palio,Palio attractive,2013,84530 km,4,Gasolina e Álcool (flex)
7.800,Fiat,Palio,1997,150000 km,4,Gasolina
23.000,Fiat,Palio,2013,58000 km,4,Gasolina e Álcool (flex)
7.500,Fiat,Palio,EDX 1.0 MPI,1997,143000 km,4,Gasolina
23.500,Fiat,Palio,2014,64800 km,5,Gasolina e Álcool (flex)
21.500,Fiat,Palio,2014,17000 km,2,Gasolina e Álcool (flex)
11.500,Fiat,Palio,2008,104576 km,4,Gasolina e Álcool (flex)
9.800,Fiat,Palio,2000,164000 km,4,Gasolina
17.200,Fiat,Palio,2008,1 km,4,Gasolina e Álcool (flex)
36.800,Fiat,Palio,2016,2800 km,4,Gasolina e Álcool (flex)
6.700,Fiat,Palio,EDX 1.0 mpi 2p,1997,148 km,2,Gasolina
16.500,Fiat,Palio,2011,102000 km,4,Gasolina e Álcool (flex)
1,Fiat,Palio,2008,1 km,6,Gasolina-Álcool e GNV (TetraFlex)
26.000,Fiat,Palio,attractive 1.4,2012,53000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,2004,197000 km,4,Gasolina
14.500,Fiat,Palio,2012,105000 km,2,Gasolina e Álcool (flex)
11.000,Fiat,Palio,2003,133000 km,4,Gasolina
8.200,Fiat,Palio,1999,1 km,4,Gasolina
21.600,Fiat,Palio,1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,2007,17323 km,2,Gasolina e Álcool (flex)
15.650,Fiat,Palio,2007,76000 km,4,Gasolina e Álcool (flex)
20.000,Fiat,Palio,2009,150 km,4,Gasolina e Álcool (flex)
4.000,Fiat,Palio,1996,30000 km,4,Gasolina
9.800,Fiat,Palio,2001,117498 km,4,Gasolina
9.000,Fiat,Palio,2000,99000 km,4,Gasolina
14.000,Fiat,Palio,2012,93000 km,2,Gasolina e Álcool (flex)
8.500,Fiat,Palio,1997,48902 km,4,Gasolina
17.500,Fiat,Palio,2010,155 km,4,Gasolina e Álcool (flex)
8.500,Fiat,Palio,1999,120 km,2,Gasolina
14.300,Fiat,Palio,2009,149000 km,2,Gasolina e Álcool (flex)
7.500,Fiat,Palio,2006,150 km,2,Gasolina e Álcool (flex)
11.000,Fiat,Palio,2006,176000 km,2,Gasolina
39.500,Fiat,Palio,sporting,2015,28000 km,4,Gasolina e Álcool (flex)
9.000,Fiat,Palio,2000,178000 km,4,Gasolina
9.000,Fiat,Palio,2000,217000 km,4,Gasolina
3.000,Fiat,Palio,2004,1 km,02,Gasolina
20.000,Fiat,Palio,Atractive,2009,66000 km,4,Gasolina e Álcool (flex)
6.500,Fiat,Palio,1996,19152 km,5,Gasolina
11.500,Fiat,Palio,EX,2003,143000 km,4,Gasolina
16.000,Fiat,Palio,elx,2005,103000 km,4,Gasolina
200,Fiat,Palio,2008,50000 km,4,Gasolina
6.000,Fiat,Palio,1996,140000 km,4,Gasolina
27.900,Fiat,Palio,2014,85000 km,4,Gasolina e Álcool (flex)
6.500,Fiat,Palio,1997,85000 km,2,Gasolina
15.300,Fiat,Palio,2006,65000 km,4,Gasolina e Álcool (flex)
25.900,Fiat,Palio,ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2013,62000 km,4,Gasolina e Álcool (flex)
14.000,Fiat,Palio,fire,2004,128000 km,4,Gasolina
100.000,Fiat,Palio,1998,111123546 km,4,Gasolina
11.500,Fiat,Palio,2002,140000 km,2,Gasolina
19.500,Fiat,Palio,Palio Fire Economy 1.0 8v 4p – Flex,2010,63000 km,4,Gasolina e Álcool (flex)
8.900,Fiat,Palio,1997,162000 km,4,Gasolina
17.900,Fiat,Palio,2012,148000 km,4,Gasolina e Álcool (flex)
39.900,Fiat,Palio,2015,65000 km,4,Gasolina e Álcool (flex)
16.000,Fiat,Palio,2006,127000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,2007,133000 km,4,Gasolina e Álcool (flex)
15.499.000,Fiat,Palio,2008,210000 km,4,Gasolina e Álcool (flex)
31.000,Fiat,Palio,FIAT PALIO 1.0 MPI ATTRACTIVE 8V FLEX 4P MANUAL ,2015,23000 km,4,Gasolina e Álcool (flex)
16.000,Fiat,Palio,2008,149000 km,4,Gasolina e Álcool (flex)
9.500,Fiat,Palio,1998,1 km,1,Gasolina
7.300,Fiat,Palio,ED,1998,173000 km,2,Gasolina
12.000,Fiat,Palio,2003,150000 km,4,Gasolinae GNV
12.000,Fiat,Palio,2008,138000 km,2,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2008,120000 km,4,Gasolina e Álcool (flex)
28.000,Fiat,Palio,2013,20800 km,04,Gasolina e Álcool (flex)
8.000,Fiat,Palio,1996,195012 km,4,Gasolina
12.400,Fiat,Palio,2003,147560 km,4,Gasolina
33.500,Fiat,Palio,Palio Sporting 1.6,2013,85000 km,5,Gasolina e Álcool (flex)
9.800,Fiat,Palio,2002,211000 km,2,Gasolinae GNV
7.500,Fiat,Palio,2000,147000 km,4,Gasolina
14.500,Fiat,Palio,2009,125000 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,NOVO PALIO EVO,2015,56000 km,4,Gasolina e Álcool (flex)
42.000,Fiat,Palio,2015,20400 km,5,Gasolina e Álcool (flex)
25.000,Fiat,Palio,2015,1 km,4,Gasolina e Álcool (flex)
24.000,Fiat,Palio,2016,1000 km,4,Gasolina e Álcool (flex)
7.500,Fiat,Palio,1997,95107 km,2,Gasolina
7.000,Fiat,Palio,2003,205 km,2,Gasolina
9.000,Fiat,Palio,Elx,2000,186000 km,4,Gasolina
11.200,Fiat,Palio,2005,100000 km,3,Gasolina
9.500,Fiat,Palio,2003,160000 km,2,Gasolina
12.500,Fiat,Palio,2004,127500 km,4,Gasolina
6.500,Fiat,Palio,1998,100 km,2,Gasolina
16.000,Fiat,Palio,2007,201000 km,4,Gasolina e Álcool (flex)
950.000,Fiat,Palio,PALIO YONG,2001,18545 km,4,Gasolina
8.000,Fiat,Palio,2000,216000 km,4,Gasolina
38.900,Fiat,Palio,2014,24800 km,5,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2008,1 km,4,Gasolina e Álcool (flex)
18.000,Fiat,Palio,2008,119000 km,4,Gasolina e Álcool (flex)
8.000,Fiat,Palio,1998,123455 km,2,Gasolina
1.500,Fiat,Palio,M.P.I,1998,130000 km,4,Gasolina
14.500,Fiat,Palio,2010,85000 km,2,Gasolina e Álcool (flex)
7.000,Fiat,Palio,2002,235845 km,2,Gasolina
15.500,Fiat,Palio,2007,920000 km,4,Gasolina e Álcool (flex)
7.000,Fiat,Palio,1999,11111 km,4,Gasolina
6.500,Fiat,Palio,1997,500000 km,2,Gasolina
6.500,Fiat,Palio,1996,120 km,4,Gasolina
38.500,Fiat,Palio,1.6 mpi 16V 4p,2014,40000 km,4,Gasolina e Álcool (flex)
17.500,Fiat,Palio,2010,104000 km,5,Gasolina e Álcool (flex)
21.900,Fiat,Palio,1.0 Economy/Celebration 4p,2010,40554 km,4,Gasolina e Álcool (flex)
13.000,Fiat,Palio,2004,130 km,4,Gasolina
18.000,Fiat,Palio,2010,80 km,4,Gasolina e Álcool (flex)
12.000,Fiat,Palio,2009,160000 km,2,Gasolina e Álcool (flex)
19.500,Fiat,Palio,ELX,2005,94000 km,4,Gasolina e Álcool (flex)
38.000,Fiat,Palio,2014,32000 km,4,Gasolina e Álcool (flex)
10.500,Fiat,Palio,2003,180000 km,2,Gasolina
21.600,Fiat,Palio,2012,83000 km,5,Gasolina e Álcool (flex)
10.800,Fiat,Palio,EDX,1998,160000 km,4,Gasolina
9.500,Fiat,Palio,2003,170000 km,2,Gasolina
15.000,Fiat,Palio,2010,139288 km,2,Gasolina e Álcool (flex)
29.000,Fiat,Palio,2013,58000 km,04,Gasolina e Álcool (flex)
8.730,Fiat,Palio,ex,2002,137000 km,2,Gasolina
8.500.000,Fiat,Palio,2003,116000 km,2,Gasolina
8.500,Fiat,Palio,2003,116000 km,2,Gasolina
18.500,Fiat,Palio,2011,68560 km,4,Gasolina e Álcool (flex)
7.800,Fiat,Palio,1997,1888 km,4,Gasolina
31.000,Fiat,Palio,2014,89000 km,4,Gasolina e Álcool (flex)
26.000,Fiat,Palio,2015,42 km,2,Gasolina e Álcool (flex)
7.000,Fiat,Palio,1997,111111 km,3,Gasolina
14.000,Fiat,Palio,2007,93000 km,4,Gasolina e Álcool (flex)
15.000,Fiat,Palio,2007,127000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,2009,207799 km,2,Gasolina e Álcool (flex)
7.000,Fiat,Palio,2000,130000 km,2,Gasolina
10.000,Fiat,Palio,2000,170 km,4,Gasolina
16.500,Fiat,Palio,Economy,2012,80000 km,2,Gasolina e Álcool (flex)
18.000,Fiat,Palio,2011,163000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,2006,932 km,5,Gasolina
10.000,Fiat,Palio,2005,85000 km,4,Gasolinae GNV
10.500,Fiat,Palio,Palio Pitbull ,2004,126000 km,2,Gasolina
39.000,Fiat,Palio,SPORTING,2015,34000 km,05,Gasolina e Álcool (flex),Coupé
15.000,Fiat,Palio,2010,200000 km,4,Gasolina e Álcool (flex)
15.100,Fiat,Palio,2007,95000 km,4,Gasolina e Álcool (flex)
